1.3111619000000019,1.2479595000000074,1.2573921999999982,1.3474227999999897,1.137504100000001,0.5613395000000025,0.13646110000000533
1.317124200000002,1.2453214999999993,1.1992383000000046,1.175631199999998,1.1452397999999988,1.1076736999999923,1.1103874000000076,1.3397992000000016,1.216127499999999,1.1867469000000028,1.1029264999999953,1.1461930999999907,1.0159258999999992,0.9745783999999986,0.9777705999999995,0.9674889000000064,0.9747919999999795
1.3231313,1.2260209999999958,1.2373489999999947,1.2391311000000016,1.1276750000000035,1.0449692999999982,0.9770079999999979,0.8895313999999956,0.9116673000000048,0.8549021000000039,0.49873879999999815,0.4526981000000063,0.40626570000000584,0.18109060000000454,0.12880219999999554
0.04818939999999827,0.04743560000000002,0.09052680000000635,0.0920236999999986,0.09168610000000399,0.0916878999999966,1.3705392999999901,0.2534952999999973,0.04576529999999934,0.04674560000000838,0.046612100000004375,0.046234699999985196
0.046561899999999934,0.04616869999999995,0.19387299999999996,0.3820275999999998,0.25674809999999937,0.3221600000000002,0.7088383,0.8159953000000009,1.006327800000001,0.7072537000000025,0.9952793,0.9467579000000015,0.5438176999999982,1.9110194000000007,2.4705714999999913,2.0141989999999907,2.6922159999999877,1.5155419000000023,0.46504659999999376,1.2380694999999946,1.3487239000000102,1.2289074999999912,1.241586600000005,0.19382199999998306,0.18677780000001576,0.08963149999999587,0.04637829999998644,0.048088599999999815
0.0893499999999996,0.19083380000000005,0.047034199999998805,0.047024600000000305,0.09221170000000001,0.19446390000000235,0.04750409999999761,0.04769349999999406,0.047502100000002656,0.04695010000000366,0.047172899999992524,0.0906947999999943,0.09274010000001454,0.08976409999999646,0.0913189999999986,0.09236649999999713
0.04758610000000019,0.04671730000000007,0.10185560000000038,0.3155719999999995,0.31520160000000175,0.1936206000000027,0.14069740000000053,0.24736620000000187,0.04627529999999069,0.0885488000000123,0.14083120000000804,0.04714060000000586,0.09256590000001097,0.13917610000001446,0.1419965999999988,0.14058509999998137,0.09093619999998737,0.046406100000012884,0.04596950000001243,0.04705390000000875
0.0515674,0.04635799999999968,0.09275940000000027,0.1921937000000007,0.1382298000000013,0.14113199999999892,0.3143709000000001,1.1323441999999986,0.7095833000000056,0.3859175999999991,0.45463929999999664,0.385416599999985,1.2155367000000012,1.2331862999999998,0.3179052999999783,0.047077900000005,0.09142319999997994,0.09472970000001624,0.09061109999998962,0.14057909999999652,0.1465526000000068,0.13873440000000414,0.1416614999999979,0.08903499999999553,0.045199799999977586,0.045557400000006965

0.9534901960784313,0.16831683168316833,17,101
